reaction,server,converged,error,best_ts_method,branch,execution_time
rmg_rxn_1052,Atlas,False,Could not determine likely TS conformer,,crest_nmd,19113
rmg_rxn_591,Atlas,True,,heuristics,gauss_trsh_cleanup,24896
rmg_rxn_1190,Atlas,False,No conformer was found to be isomorphic with the 2D graph representation,,crest_nmd,444163
rmg_rxn_765,Atlas,False,Could not determine likely TS conformer,,crest,16379
rmg_rxn_83,Atlas,True,,heuristics,gauss_trsh_cleanup,16670
rmg_rxn_659,Atlas,True,,heuristics,crest,35753
rmg_rxn_165,Atlas,True,,heuristics,gauss_trsh_cleanup,19420
rmg_rxn_42,Atlas,True,,heuristics,gauss_trsh_cleanup,43467
rmg_rxn_1133,Atlas,False,Could not determine likely TS conformer,,crest_nmd,65754
rmg_rxn_681,Atlas,True,,heuristics,crest,40619
rmg_rxn_631,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,21816
rmg_rxn_664,Atlas,True,,heuristics,crest,24572
rmg_rxn_344,Atlas,True,,heuristics,gauss_trsh_cleanup,25101
rmg_rxn_629,Atlas,True,,heuristics,gauss_trsh_cleanup,51645
rmg_rxn_404,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,54589
rmg_rxn_679,Atlas,False,Could not determine likely TS conformer,,crest,117760
rmg_rxn_750,Atlas,False,Could not determine likely TS conformer,,crest,27284
rmg_rxn_617,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,22449
rmg_rxn_411,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,46637
rmg_rxn_1211,Atlas,False,Could not determine likely TS conformer,,debug_statement,114780
rmg_rxn_321,Atlas,True,,heuristics,gauss_trsh_cleanup,178906
rmg_rxn_412,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,49796
rmg_rxn_269,Atlas,True,,heuristics,gauss_trsh_cleanup,109142
rmg_rxn_645,Atlas,True,,heuristics,crest,46715
rmg_rxn_512,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,27921
rmg_rxn_188,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,20015
rmg_rxn_276,Atlas,True,,heuristics,gauss_trsh_cleanup,110131
rmg_rxn_1216,Atlas,False,Could not determine likely TS conformer,,debug_statement,3386
rmg_rxn_670,Atlas,True,,heuristics,crest,27958
rmg_rxn_1143,Atlas,False,Could not determine likely TS conformer,,crest_nmd,52125
rmg_rxn_38,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,31998
rmg_rxn_247,Atlas,True,,heuristics,gauss_trsh_cleanup,286248
rmg_rxn_394,Atlas,True,"Reactant or Product did not converge, but TS did",heuristics,gauss_trsh_cleanup,14455
rmg_rxn_1158,Atlas,False,Could not determine likely TS conformer,,crest_nmd,36790
rmg_rxn_760,Atlas,True,"Reactant or Product did not converge, but TS did",autotst,crest,8261
rmg_rxn_251,Atlas,True,,heuristics,gauss_trsh_cleanup,23981
rmg_rxn_81,Atlas,True,,heuristics,gauss_trsh_cleanup,14063
rmg_rxn_84,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,8838
rmg_rxn_522,Atlas,True,,heuristics,gauss_trsh_cleanup,30010
rxn_3239,Atlas,True,,heuristics,gauss_trsh_cleanup,7919
rxn_3244,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,102089
rxn_3227,Atlas,True,,heuristics,gauss_trsh_cleanup,29873
rxn_3218,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,106540
rxn_3232,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,67818
rxn_3205,Atlas,True,,heuristics,gauss_trsh_cleanup,5210
rxn_3142,Atlas,True,,heuristics,gauss_trsh_cleanup,47292
rxn_3247,Atlas,True,,heuristics,gauss_trsh_cleanup,25978
rxn_3234,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,76631
rxn_3242,Atlas,True,,heuristics,gauss_trsh_cleanup,39222
rxn_3220,Atlas,True,,heuristics,gauss_trsh_cleanup,5508
rxn_3193,Atlas,True,,heuristics,gauss_trsh_cleanup,248686
rxn_3203,Atlas,True,,heuristics,gauss_trsh_cleanup,80084
rxn_3221,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,16614
rxn_3164,Atlas,True,,heuristics,gauss_trsh_cleanup,10577
rxn_3206,Atlas,True,,heuristics,gauss_trsh_cleanup,4307
rxn_3132,Atlas,True,,heuristics,gauss_trsh_cleanup,6143
rxn_3207,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,6713
rxn_3213,Atlas,True,,heuristics,gauss_trsh_cleanup,18758
rxn_3186,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,34056
rxn_3171,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,22887
rxn_3223,Atlas,True,,heuristics,gauss_trsh_cleanup,19669
rxn_3238,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,78329
rxn_3216,Atlas,True,,heuristics,gauss_trsh_cleanup,13356
rxn_3128,Atlas,True,,heuristics,gauss_trsh_cleanup,4880
rxn_3233,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,13251
rxn_3212,Atlas,True,,heuristics,gauss_trsh_cleanup,13667
rxn_3217,Atlas,True,,heuristics,gauss_trsh_cleanup,6408
rxn_3158,Atlas,True,,heuristics,gauss_trsh_cleanup,10677
rxn_3184,Atlas,True,,heuristics,gauss_trsh_cleanup,24154
rxn_3236,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,160193
rxn_3210,Atlas,True,,heuristics,gauss_trsh_cleanup,4002
rxn_3156,Atlas,True,,heuristics,gauss_trsh_cleanup,4425
rxn_3248,Atlas,True,,heuristics,gauss_trsh_cleanup,19961
rxn_3208,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,8799
rxn_3246,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,124993
rxn_3126,Atlas,True,,heuristics,gauss_trsh_cleanup,115101
rxn_3199,Atlas,True,,heuristics,gauss_trsh_cleanup,237216
rxn_3197,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,473253
rxn_3178,Atlas,True,,heuristics,gauss_trsh_cleanup,9268
rxn_3249,Atlas,True,,heuristics,gauss_trsh_cleanup,70527
rxn_3174,Atlas,True,,heuristics,gauss_trsh_cleanup,32413
rxn_3230,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,129170
rxn_3219,Atlas,True,,heuristics,gauss_trsh_cleanup,15474
rxn_3148,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,13051
rxn_3201,Atlas,True,,heuristics,gauss_trsh_cleanup,209065
rxn_3161,Atlas,True,,heuristics,gauss_trsh_cleanup,43937
rxn_3129,Atlas,True,,heuristics,gauss_trsh_cleanup,24980
rxn_3180,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,135056
rxn_3160,Atlas,True,,heuristics,gauss_trsh_cleanup,126042
rxn_3224,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,92187
rxn_3120,Atlas,True,,heuristics,gauss_trsh_cleanup,3520
rxn_3226,Atlas,True,,heuristics,gauss_trsh_cleanup,6712
rxn_3228,Atlas,True,,heuristics,gauss_trsh_cleanup,57886
rxn_3240,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,25662
rxn_3229,Atlas,True,,heuristics,gauss_trsh_cleanup,8823
rxn_3237,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,54291
rxn_3222,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,17823
rxn_3166,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,19762
rxn_3118,Atlas,True,,heuristics,gauss_trsh_cleanup,5316
rxn_3152,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,65286
rxn_3170,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,17457
rxn_3330,Atlas,False,Opt did not pass isomorphism check,,gauss_trsh_cleanup,11557
rxn_3211,Atlas,True,,heuristics,gauss_trsh_cleanup,9448
rxn_3215,Atlas,True,,heuristics,gauss_trsh_cleanup,5824
rxn_3243,Atlas,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,64830
rmg_rxn_103,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_885,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_110,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_815,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1290,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_856,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_862,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_875,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_1277,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_886,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_160,Atlas,False,Disk quota exceeded,,gauss_trsh_cleanup,
rmg_rxn_131,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_966,Atlas,False,No relevant information found,,crest,
rmg_rxn_694,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_813,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_889,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_620,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_961,Atlas,False,No relevant information found,,crest,
rmg_rxn_144,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_135,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_139,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_812,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_426,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1286,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1168,Atlas,False,Product mol combinations - Heuristics,,crest_nmd,
rmg_rxn_848,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_890,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_1309,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_132,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_955,Atlas,False,No relevant information found,,crest,
rmg_rxn_1181,Atlas,False,Could not troubleshoot geometry optimization of reactants or products,,crest_nmd,
rmg_rxn_1283,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_147,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1279,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_104,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_305,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_887,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1272,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1300,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_138,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_69,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1273,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_894,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_854,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1208,Atlas,False,List index out of range,,debug_statement,
rmg_rxn_1285,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_967,Atlas,False,No relevant information found,,crest,
rmg_rxn_1294,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1064,Atlas,False,Text file busy,,crest_nmd,
rmg_rxn_1291,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_551,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_839,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1073,Atlas,False,Reactant mol combinations - Heuristics,,crest_nmd,
rmg_rxn_122,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1114,Atlas,False,Text file busy,,crest_nmd,
rmg_rxn_148,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1217,Atlas,False,Reactant mol combinations - Heuristics,,debug_statement,
rmg_rxn_105,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_126,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_72,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1284,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_107,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_118,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_964,Atlas,False,No relevant information found,,crest,
rmg_rxn_877,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_836,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1196,Atlas,False,Could not atom map reactants and products - TS Error,,crest_nmd,
rmg_rxn_108,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_149,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_857,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_585,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1295,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_858,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1186,Atlas,False,Could not troubleshoot geometry optimization of reactants or products,,crest_nmd,
rmg_rxn_117,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_874,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1172,Atlas,False,Product mol combinations - Heuristics,,crest_nmd,
rmg_rxn_876,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_120,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1274,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_820,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_141,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_867,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_832,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_846,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_892,Atlas,False,Could not troubleshoot geometry optimization of reactants or products,,crest,
rmg_rxn_849,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_121,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_66,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1276,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1299,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_897,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_1045,Atlas,False,Could not atom map reactants and products - TS Error,,crest_nmd,
rmg_rxn_1312,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_67,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1055,Atlas,False,Could not atom map reactants and products - TS Error,,crest_nmd,
rmg_rxn_771,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_1215,Atlas,False,Reactant mol combinations - Heuristics,,debug_statement,
rmg_rxn_1308,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_834,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_111,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1030,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_844,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_817,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_840,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_732,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_106,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_181,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_134,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_116,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_68,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_863,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1145,Atlas,False,Reactants and products are not atom balanced,,crest_nmd,
rmg_rxn_896,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_871,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_74,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1099,Atlas,False,Reactants and products are not atom balanced,,crest_nmd,
rmg_rxn_129,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_693,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_137,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_895,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_1296,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1187,Atlas,False,Could not atom map reactants and products - TS Error,,crest_nmd,
rmg_rxn_838,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_814,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_1298,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_1288,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_486,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1302,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_824,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_140,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_119,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_75,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1303,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_145,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_1287,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_833,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_1281,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_143,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_853,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_792,Atlas,False,Reactants and products are not atom balanced,,crest,
rmg_rxn_115,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_88,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_1275,Atlas,False,Reactants and products are not atom balanced,,crest_debug_statement,
rmg_rxn_822,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_821,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_70,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_73,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_868,Atlas,False,Could not troubleshoot geometry optimization of reactants or products,,crest,
rmg_rxn_1178,Atlas,False,Could not atom map reactants and products - TS Error,,crest_nmd,
rmg_rxn_818,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_855,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_829,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_826,Atlas,False,Reactant mol combinations - Heuristics,,crest,
rmg_rxn_155,Atlas,False,Disk quota exceeded,,gauss_trsh_cleanup,
rmg_rxn_114,Atlas,False,Could not interpret the identifier,,gauss_trsh_cleanup,
rmg_rxn_852,Atlas,False,Product mol combinations - Heuristics,,crest,
rmg_rxn_1166,Atlas,False,Reactant mol combinations - Heuristics,,crest_nmd,
rmg_rxn_369,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_101,Atlas,False,Reactants and products are not atom balanced,,gauss_trsh_cleanup,
rmg_rxn_884,Atlas,False,Reactant mol combinations - Heuristics,,crest,
